item_code,item_name,description,product_group,manufacturing_site,net_mass_kg,allow_sales_order,legacy_code,double_stack,pallet_size,mrp_type,length_mm,width_mm,height_mm,board_gsm,board_width_mm,board_length_mm,bundle_quantity,bundles_per_layer,layers_per_pallet,pallet_height_mm,product_state,number_of_colours,fsc,pallet_quantity,board_code,market_segment,bom_available
BOX001/103/NPL/S0297/01/950G,PRINTED LID -  STILLMANS (SOMERSET) LTD NO POLY 585 x 385 x,PRINTED LID -  STILLMANS (SOMERSET) LTD NO POLY 585 x 385 x 150 950GSM 1350 Per Pallet NW/WK,Glued Lid 4PT No Pol,103,0.5759,1,HPK200744/STM,N,1000x1200,MTO,585.0,385.0,150.0,950.0,1390.0,910.0,,,,,FG Box,901.0,Mix 70%,1000.0,SHT200744/A /,Meat & Poultry,0
BOX001/103/NPL/T0105/01/950G,PRINTED LID -  TOPPING MEATS NO POLY 590 x 390 x 150 950GSM,PRINTED LID -  TOPPING MEATS NO POLY 590 x 390 x 150 950GSM 675 Per Pallet NW/WK,Glued Lid 4PT No Pol,103,0.5834,1,HPK202065/TM,N,1000x1200,LID,590.0,390.0,150.0,950.0,1390.0,910.0,,,,,FG Box,201.0,Mix 70%,675.0,SHT200744/A /,Meat & Poultry,0
BOX001/103/NPL/W0004/03/1000G,PRINTED LID -  1 COLOUR VAC PAC LID NO POLY 590 x 390 x 150,PRINTED LID -  1 COLOUR VAC PAC LID NO POLY 590 x 390 x 150 1000GSM 675 Per Pallet NW/WK,Glued Lid 4PT No Pol,103,0.6141,1,HPK300335/VP1 101101589,N,1000x1200,MTO,590.0,390.0,150.0,1000.0,1410.0,920.0,,,,,FG Box,101.0,Mix 70%,675.0,4-15867 /,Meat & Poultry,1
BOX001/103/NPL/W0004/04/1000G,PRINTED LID -  2 COLOUR VAC PAC LID NO POLY 590 x 390 x 150,PRINTED LID -  2 COLOUR VAC PAC LID NO POLY 590 x 390 x 150 1000GSM 675 Per Pallet NW/WK,Glued Lid 4PT No Pol,103,0.6141,1,HPK300335/VP2,N,1000x1200,LID,590.0,390.0,150.0,1000.0,1410.0,920.0,,,,,FG Box,201.0,Mix 70%,675.0,4-15867 /,Meat & Poultry,1
BOX001/103/NPL/W0004/09/950G,PRINTED LID -  DUNLUCE EURO NO POLY 585 x 385 x 150 950GSM 6,PRINTED LID -  DUNLUCE EURO NO POLY 585 x 385 x 150 950GSM 675 Per Pallet,Glued Lid 4PT No Pol,103,0.5759,1,HPK222224/DUN,N,1000x1200,LID,585.0,385.0,150.0,950.0,1390.0,910.0,,,,,FG Box,201.0,Mix 70%,675.0,SHT200744/A /,Meat & Poultry,1
BOX001/103/NPO/850G/1100P,UNPRINTED ONE PIECE -   6PTG 566 x 366 x 145 850GSM 1100 Per,UNPRINTED ONE PIECE -   6PTG 566 x 366 x 145 850GSM 1100 Per Pallet,Glud Base 6PT Poly,103,1.1017,1,HPK201485,N,1000x1200,ONE-PIECE,566.0,366.0,145.0,850.0,0.0,0.0,,,,,FG Box,0.0,Mix 70%,1100.0,Inactive /,Meat & Poultry,0
BOX001/103/YPB/1000G/1000P,UNPRINTED BASE -  EURO MEAT BASE 573mm x 380mm x 149mm 1000G,UNPRINTED BASE -  EURO MEAT BASE 573mm x 380mm x 149mm 1000GSM 1000 Per Pallet,Glued Base 4PT Poly,101,0.5936,1,BOX001/573X375X149/1010/BASE,N,1000x1200,BASE,573.0,380.0,150.0,1000.0,0.0,0.0,25.0,10.0,4.0,,FG Box,0.0,Mix 70%,1000.0,Inactive /,Meat & Poultry,0
BOX001/103/YPB/1000G/1250P,UNPRINTED BASE - *STOCK ONLY* EURO MEAT BASE 573x380x149,UNPRINTED BASE -  EURO MEAT BASE 573mm x 380mm x 149mm 1000GSM 1250 Per Pallet,Glued Base 4PT Poly,101,0.5936,1,BOX001/573X375X149/1010/BASE,N,1000x1200,BASE,573.0,380.0,150.0,1000.0,0.0,0.0,25.0,10.0,4.0,,FG Box,0.0,Mix 70%,1250.0,Inactive /,Meat & Poultry,0
BOX001/103/YPB/1000G/675P,UNPRINTED BASE -   EURO BASE 580 x 380 x 150 1000GSM 675 Per,UNPRINTED BASE -   EURO BASE 580 x 380 x 150 1000GSM 675 Per Pallet,Glued Lid 4PT Poly,103,0.5984,1,HPK300003,N,1000x1200,MTO,580.0,380.0,150.0,1000.0,1360.0,880.0,,,,,FG Box,0.0,Mix 70%,675.0,SHT300003/A /,Meat & Poultry,0
BOX001/103/YPB/1100G/1215P,**DO NOT USE - ONLY USE 102 CODE**,**DO NOT USE - ONLY USE 102 CODE**,Glued Base 4PT Poly,103,0.6582,1,HPK300006 - 118101121,N,1000x1200,BASE,580.0,380.0,150.0,1100.0,928.0,1059.0,,,,,FG Box,0.0,Mix 70%,1215.0,SHT201526/A /,Meat & Poultry,1
BOX001/103/YPB/1200G/600P,UNPRINTED BASE -   HEAVY EURO BASE 580 x 380 x 150 1200GSM 6,UNPRINTED BASE -   HEAVY EURO BASE 580 x 380 x 150 1200GSM 600 Per Pallet NW/WPE,Glued Base 4PT Poly,103,0.7181,1,HPK200056,N,1000x1200,BASE,580.0,380.0,150.0,1200.0,1380.0,905.0,,,,,FG Box,0.0,Mix 70%,600.0,SHT200056/A /,Meat & Poultry,0
BOX001/103/YPB/1250G/1000P,UNPRINTED BASE -   EURO BASE 1250GSM 580 x 380 x 150 1250GSM,UNPRINTED BASE -   EURO BASE 1250GSM 580 x 380 x 150 1250GSM 1000 Per Pallet,Glued Base 4PT Poly,103,0.748,1,HPK200334,N,1000x1200,BASE,580.0,380.0,150.0,1250.0,876.0,1360.0,,,,,FG Box,0.0,Mix 70%,1000.0,SHT300005/A /,Meat & Poultry,0
BOX001/103/YPB/1250G/621P,UNPRINTED BASE -  **STOCK ONLY**  EURO BASE 1250GSM 580 x 38,UNPRINTED BASE -  **STOCK ONLY**  EURO BASE 1250GSM 580 x 380 x 150 1250GSM 621 Per Pallet NW/WPE1250GSM,Glued Base 4PT Poly,103,0.748,1,,N,1000x1200,BASE,580.0,380.0,150.0,1250.0,876.0,1360.0,,,,,FG Box,0.0,Mix 70%,621.0,SHT300005/A /,Meat & Poultry,1
BOX001/103/YPB/1250G/621P(2),UNPRINTED BASE - **OBSOLETE CODE - DO NOT USE**,UNPRINTED BASE - **OBSOLETE CODE - DO NOT USE**,Glued Base 4PT Poly,103,0.636,1,HPK200169,N,1000x1200,MTO,580.0,380.0,120.0,125.0,876.0,1360.0,27.0,,,,FG Box,0.0,Mix 70%,621.0,SHT300005/A /,Meat & Poultry,1
BOX001/103/YPL/1000G/1000P,UNPRINTED LID -  EURO 590mm x 390mm x 148mm 1000GSM 1000 Per,UNPRINTED LID -  EURO 590mm x 390mm x 148mm 1000GSM 1000 Per Pallet,Glued Lid 4PT Poly,101,0.6078,1,BOX001/590X390X148/1000/LID028 / 101100028,N,1000x1200,LID,590.0,390.0,148.0,1000.0,0.0,0.0,25.0,10.0,4.0,,FG Box,0.0,Mix 70%,1000.0,Inactive /,Meat & Poultry,0
BOX001/103/YPL/1000G/1250P,UNPRINTED LID -  EURO MEAT LID 585mm x 390mm x 150mm 1000GSM,UNPRINTED LID -  EURO MEAT LID 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet,Glued Lid 4PT Poly,101,0.61,1,BOX001/585X390X150/1010/LID,N,1000x1200,LID,590.0,390.0,150.0,1010.0,0.0,0.0,25.0,10.0,5.0,,FG Box,0.0,Mix 70%,1250.0,Inactive /,Meat & Poultry,0
BOX001/103/YPL/1000G/675P,"** INACTIVE CODE, DO NOT USE **","** INACTIVE CODE, DO NOT USE ** NW/WPE",Glued Lid 4PT Poly,103,0.5984,1,,N,1000x1200,LID,580.0,380.0,150.0,1000.0,1360.0,880.0,,,,,FG Box,0.0,Mix 70%,675.0,SHT300003/A /,Meat & Poultry,1
BOX001/103/YPL/1200G/1000P,UNPRINTED BASE - SALMON BASE HPK200482,UNPRINTED BASE - SALMON BASE HPK200482 576mm x 370mm x 166mm 1200GSM 1000 Per Pallet,Dble Wall Bse Pol,103,1.0623,1,HPK200482,N,1000x1200,BASE,576.0,370.0,166.0,1200.0,1024.0,922.0,,,,,FG Box,0.0,Mix 70%,1000.0,,Meat & Poultry,0
BOX001/103/YPL/950G/1350P,UNPRINTED LID -   25KG BEEF LID 585 x 380 x 166 950GSM 1350,UNPRINTED LID -   25KG BEEF LID 585 x 380 x 166 950GSM 1350 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.6203,1,HPK200039,N,1000x1200,LID,585.0,380.0,166.0,950.0,1380.0,890.0,,,,,FG Box,0.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/A0005/01/1000G,PRINTED LID -  A B & S WHOLESALE MEATS  585 x 390 x 150 1000,PRINTED LID -  A B & S WHOLESALE MEATS  585 x 390 x 150 1000GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/ABS,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1360.0,880.0,,,,,FG Box,201.0,Mix 70%,675.0,SHT300003/A /,Meat & Poultry,0
BOX001/103/YPL/A0011/01/1000G,PRINTED LID -  A F BLAKEMORE & SON LTD  585 x 390 x 150 1000,PRINTED LID -  A F BLAKEMORE & SON LTD  585 x 390 x 150 1000GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/BLK,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1360.0,880.0,,,,,FG Box,200.0,Mix 70%,675.0,SHT300003/A /,Meat & Poultry,0
BOX001/103/YPL/A0166/01/950G,PRINTED LID - OBSOLETE PRINT Arun Meat 585 x 385 x 150,PRINTED LID - OBSOLETE PRINT Arun Meat & Livestock Co Ltd  585 x 385 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/ARUN,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,101.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/A0166/02/950G,PRINTED LID - OBSOLETE PRINT Arun Meat  590 x 390 x 150,PRINTED LID - OBSOLETE PRINT Arun Meat & Livestock Co Ltd  590 x 390 x 150 950GSM 1000 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/ARUN+,N,1000x1200,MTO,590.0,390.0,150.0,950.0,1380.0,890.0,25.0,10.0,4.0,,FG Box,900.0,Mix 70%,1000.0,4-16795 /,Meat & Poultry,1
BOX001/103/YPL/A9999/01/950G,PRINTED LID -  ABP KINGS VALLEY 585 x 390 x 150 950GSM 1250,PRINTED LID -  ABP KINGS VALLEY 585 x 390 x 150 950GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5801,1,HPK200073/KVL,N,1000x1200,LID,585.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,400.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/A9999/02/950G,PRINTED LID -  ABP MOUNT LEINSTER 585 x 390 x 150 950G 1250P,PRINTED LID -  ABP MOUNT LEINSTER 585 x 390 x 150 950GSM 1250 Per Pallet WK/NW/WPE,Glued Lid 4PT Poly,103,0.5801,1,HPK200677/ML,N,1000x1200,LID,585.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,400.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/A9999/03/1100G,PRINTED LID -  ABP CHINESE 25KG LID 585x380x166 1100GSM 675P,PRINTED LID -  ABP CHINESE 25KG LID 585 x 380 x 166 1100GSM 675 Per Pallet W/BPEC,Glued Lid 4PT Poly,103,0.7182,1,HPK200280/C25WL,N,1000x1200,MTO,585.0,380.0,166.0,1100.0,1444.0,942.0,,,,,FG Box,500.0,Mix 70%,675.0,SHT200280/A /,Meat & Poultry,1
BOX001/103/YPL/A9999/04/1100G,PRINTED LID -  ABP  585 x 380 x 166 1100GSM 675 Per Pallet,PRINTED LID -  ABP  585 x 380 x 166 1100GSM 675 Per Pallet W/BPEC,Glued Lid 4PT Poly,103,0.7182,1,HPK200322/C25WL,N,1000x1200,LID,585.0,380.0,166.0,1100.0,1444.0,942.0,,,,,FG Box,500.0,Mix 70%,675.0,SHT200280/A /,Meat & Poultry,0
BOX001/103/YPL/A9999/06/950G,PRINTED LID -  ABP  585 x 385 x 150 950GSM 1000 Per Pallet,PRINTED LID -  ABP  585 x 385 x 150 950GSM 1000 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/CC,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,25.0,10.0,4.0,,FG Box,901.0,Mix 70%,1000.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/A9999/07/950G,PRINTED LID -  ABP  590 x 390 x 150 950GSM 1250 Per Pallet,PRINTED LID -  ABP  590 x 390 x 150 950GSM 1250 Per Pallet,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/ABP,N,1000x1200,MTS,590.0,390.0,150.0,950.0,1380.0,890.0,25.0,10.0,5.0,,FG Box,201.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,1
BOX001/103/YPL/B0070/01/950G,PRINTED LID -  Ben Rigby Game  585 x 390 x 150 950GSM 675 Pe,PRINTED LID -  Ben Rigby Game  585 x 390 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5801,1,,N,1000x1200,LID,585.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/B0143/02/950G,PRINTED LID -  BRADMILL MEATS  590 x 390 x 150 950GSM 1000P,PRINTED LID -  BRADMILL MEATS  590 x 390 x 150 950GSM 1000 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/BMM,N,1000x1200,MTO,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,201.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,1
BOX001/103/YPL/B0182/01/950G,PRINTED LID -  BUITELAAR SELECT EURO LID 585x385x150 950GSM,PRINTED LID -  BUITELAAR SELECT EURO LID  585 x 385 x 150 950GSM 750 Per Pallet  W0075 NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/BS,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,,FG Box,901.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,1
BOX001/103/YPL/B0182/02/950G,PRINTED LID -  BUITELAAR PRODUCTION LTD  585 x 385 x 150 950,PRINTED LID -  BUITELAAR PRODUCTION LTD  585 x 385 x 150 950GSM 675 Per Pallet  W0075 NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/C0090/01/1000G,PRINTED LID -  CHEALE MEATS LIMITED  585 x 390 x 150 1000GSM,PRINTED LID -  CHEALE MEATS LIMITED  585 x 390 x 150 1000GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.6107,1,HPK201720/CM,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1360.0,880.0,,,,,FG Box,201.0,Mix 70%,1250.0,SHT300003/A /,Meat & Poultry,0
BOX001/103/YPL/C0109/01/950G,PRINTED LID -  Cig Calon Cymru  585 x 385 x 150 950GSM 1350,PRINTED LID -  Cig Calon Cymru  585 x 385 x 150 950GSM 1350 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK200135/CCC,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/C0109/02/950G,PRINTED LID -  Cig Calon Cymru  590 x 390 x 150 950GSM 675 P,PRINTED LID -  Cig Calon Cymru  590 x 390 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/CC+,N,1000x1200,LID,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/C0157/01/950G,PRINTED LID -  Conwy Valley Meats Ltd  585 x 385 x 150 950GS,PRINTED LID -  Conwy Valley Meats Ltd  585 x 385 x 150 950GSM 1350 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK200516/CVM,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,1350.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/C0157/02/950G,PRINTED LID -  Conwy Valley Meats Ltd  585 x 385 x 150 1000P,PRINTED LID -  Conwy Valley Meats Ltd  585 x 385 x 150 950GSM 1000 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/CV,N,1000x1200,MTO,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,1000.0,4-16795 /,Meat & Poultry,1
BOX001/103/YPL/C0183/01/950G,PRINTED LID -  County Foods  585 x 385 x 150 950GSM 675 Per,PRINTED LID -  County Foods  585 x 385 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/CF,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/C0207/01/950G,PRINTED LID -  CROWN FARMS MEATS LTD  585 x 385 x 150 950GSM,PRINTED LID -  CROWN FARMS MEATS LTD  585 x 385 x 150 950GSM 1215 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/CFB,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,1215.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/C0207/02/950G,PRINTED LID -  CROWN FARMS MEATS LTD  585 x 385 x 150 950GSM,PRINTED LID -  CROWN FARMS MEATS LTD  585 x 385 x 150 950GSM 1215 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/CFM,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,1215.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/C0207/03/950G,PRINTED LID -  CROWN FARMS MEATS LTD  585 x 385 x 150 950GSM,PRINTED LID -  CROWN FARMS MEATS LTD  585 x 385 x 150 950GSM 750 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/PBB,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,,FG Box,901.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/C0207/04/950G,PRINTED LID -  CROWN FARMS MEATS LTD  585 x 385 x 150 950GSM,PRINTED LID -  CROWN FARMS MEATS LTD  585 x 385 x 150 950GSM 750 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/PBL,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,,FG Box,401.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/D9999/01/950G,PRINTED LID -  DUNBIA UK  585 x 385 x 150 950GSM 1350 Per Pa,PRINTED LID -  DUNBIA UK  585 x 385 x 150 950GSM 1350 Per Pallet 700 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK200516/GOU,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,28.0,5.0,5.0,,FG Box,900.0,Mix 70%,700.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/D9999/02/950G,PRINTED LID -EURO LID WELSH HILL BEEF & LAMB 585 x 385 x 150,PRINTED LID -EURO LID WELSH HILL BEEF & LAMB 585 x 385 x 150 950GSM 700 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK200516/WHPD,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,28.0,5.0,5.0,,FG Box,901.0,Mix 70%,700.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/D9999/05/950G,PRINTED LID -EURO LID WELSH HILL BEEF & LAMB 585x385x150,PRINTED LID - EURO LID WELSH HILL (DIGI) BEEF & LAMB 85 x 385 x 150 950GSM 700 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/WH+,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,28.0,5.0,5.0,,FG Box,900.0,Mix 70%,700.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/D9999/06/950G,PRINTED LID - EURO LID WELSH HILL LAMB 585x385x150 950G 700P,PRINTED LID - EURO LID WELSH HILL LAMB 585 x 385 x 150 950GSM 700 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,28.0,5.0,5.0,,FG Box,400.0,Mix 70%,700.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/F0003/01/1000G,PRINTED LID -  F A GILL LTD  585 x 390 x 150 1000GSM 900 Per,PRINTED LID -  F A GILL LTD  585 x 390 x 150 1000GSM 900 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/FAD,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1370.0,884.0,,,,,FG Box,200.0,Mix 70%,900.0,SHT201730/A /,Meat & Poultry,0
BOX001/103/YPL/F0003/02/1000G,PRINTED LID -  F A GILL LTD  585 x 390 x 150 1000GSM 900 Per,PRINTED LID -  F A GILL LTD  585 x 390 x 150 1000GSM 900 Per Pallet NW/WPENC,Glued Lid 4PT Poly,103,0.6107,1,HPK201718/FAG,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1370.0,884.0,,,,,FG Box,201.0,Mix 70%,900.0,SHT201730/A /,Meat & Poultry,0
BOX001/103/YPL/F0055/01/950G,PRINTED LID -  FIELD FRESH TRADING LTD  590 x 390 x 150 950G,PRINTED LID -  FIELD FRESH TRADING LTD  590 x 390 x 150 950GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/FF+,N,1000x1200,MTO,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/G0101/01/950G,PRINTED LID -  GPS 585 x 385 x 150 950GSM 750 Per Pallet,PRINTED LID -  GPS 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/GPSB,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,,FG Box,501.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/G0101/02/950G,PRINTED LID -  GPS BEEF  585x385x150 950GSM 750 Per Pallet,PRINTED LID -  GPS BEEF  585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/GPSBW,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,,FG Box,101.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/G0101/03/950G,PRINTED LID -  GPS LAMB 585x385x150 950GSM 750 Per Pallet,PRINTED LID -  GPS LAMB 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/GPSL,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,,FG Box,501.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/G0101/04/950G,PRINTED LID -  GPS 585 x 385 x 150 950GSM 750 Per Pallet,PRINTED LID -  GPS 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/GPSP,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,,FG Box,401.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/H0011/01/950G,PRINTED LID -  H.P WESTWOOD  585 x 385 x 150 950GSM 1215 Per,PRINTED LID -  H.P WESTWOOD  585 x 385 x 150 950GSM 1215 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/HPW,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,901.0,Mix 70%,1215.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/H0011/02/950G,PRINTED LID -  H.P WESTWOOD  590 x 390 x 150 950GSM 675 Per,PRINTED LID -  H.P WESTWOOD  590 x 390 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/HPW+,N,1000x1200,LID,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/H0011/03/950G,PRINTED LID -  ABP CHINESE BEEF 15KG LID (PRO) 590 x 390 x 1,PRINTED LID -  ABP CHINESE BEEF 15KG LID (PRO) 590 x 390 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK200278/CB15L,N,1000x1200,LID,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/I0030/01/950G,PRINTED LID -  IRISH CASING COMPANY  585 x 390 x 150 950GSM,PRINTED LID -  IRISH CASING COMPANY  585 x 390 x 150 950GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5801,0,HPK200079/ICEL,N,1000x1200,LID,585.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,200.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/I0030/02/950G,PRINTED LID -  IRISH CASING COMPANY  585 x 390 x 150 950GSM,PRINTED LID -  IRISH CASING COMPANY  585 x 390 x 150 950GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5801,1,HPK200299/ICEL,N,1000x1200,LID,585.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,200.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/I0030/03/950G,PRINTED LID -  IRISH CASING COMPANY  585 x 385 x 150 950GSM,PRINTED LID -  IRISH CASING COMPANY  585 x 385 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222222/IC,N,1000x1200,LID,585.0,385.0,150.0,950.0,1380.0,890.0,,,,,FG Box,200.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,0
BOX001/103/YPL/K0039/01/950G,PRINTED LID -  EURO LID KESBURY GREEN 590 x 390 x 150 950GSM,PRINTED LID -  EURO LID KESBURY GREEN 590 x 390 x 150 950GSM 675 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,HPK300002/KG,N,1000x1200,LID,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,101.0,Mix 70%,675.0,4-16795 /,Meat & Poultry,1
