item_code,item_name,description,product_group,manufacturing_site,net_mass_kg,allow_sales_order,legacy_code,double_stack,pallet_size,mrp_type,length_mm,width_mm,height_mm,board_gsm,board_width_mm,board_length_mm,bundle_quantity,bundles_per_layer,layers_per_pallet,pallet_height_mm,product_state,number_of_colours,fsc,pallet_quantity,board_code,market_segment,bom_available
BOX001/101/YPL/C0090/01/1000G,PRINTED LID - ORCHARD FARM PORK 585mm x 390mm x 150mm 1000GS,PRINTED LID - ORCHARD FARM PORK 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.6107,1,BOX001/EUROPRINTEDLIDORCHARD,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,201.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,0
BOX001/101/YPL/C0157/02/1000G,PRINTED LID -  Conwy Valley Meats Ltd  585 x 390 x 150 1000P,PRINTED LID -  Conwy Valley Meats Ltd  585 x 390 x 150 1000GSM 1000 Per Pallet NW/WPE,Glued Lid 4PT Poly,,0.6107,1,BOX001/103/YPL/C0157/02/950G,Y,1200 x 1000 (Standard),MTC,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,4.0,1685.0,FG Box,901.0,Mix 70%,1000.0,4-15320,Meat & Poultry,1
BOX001/101/YPL/D9999/03/950G,PRINTED LID - EURO LID WELSH HILL BEEF & LAMB 590x390x150,PRINTED LID - EURO LID WELSH HILL BEEF & LAMB 590 x 390 x 150 950GSM 750 Per Pallet,Glued Lid 4PT Poly,,0.5834,1,BOX001/102/YPL/D9999/03/950G,N,1000x1200,MTO,590.0,390.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,1320.0,FG Box,400.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,1
BOX001/101/YPL/D9999/04/950G,PRINTED LID - EURO LID GOURMET 590x390x150 950G 750P NW/WPE,PRINTED LID - EURO LID GOURMET 590 x 390 x 150 950GSM 750 Per Pallet,Glued Lid 4PT Poly,103,0.5834,1,HPK222222/GOU+,N,1000x1200,MTO,590.0,390.0,150.0,950.0,1380.0,890.0,25.0,10.0,3.0,1320.0,FG Box,900.0,Mix 70%,750.0,4-16795 /,Meat & Poultry,1
BOX001/101/YPL/F0003/01/1000G,PRINTED LID - F.A.GILL 585mm x 390mm x 150mm 1000GSM 1250 Pe,PRINTED LID - F.A.GILL 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Sales Boxes,101,0.6107,1,,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1380.0,885.0,,,3.0,,FG Box,901.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,0
BOX001/101/YPL/F0055/01/950G,PRINTED LID -  FIELD FRESH TRADING LTD  590x390x150 950G,PRINTED LID -  FIELD FRESH TRADING LTD  590mm x 390mm x 150mm 950GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.5834,1,BOX001/103/YPL/F0055/01/950G,N,1000x1200,MTO,590.0,390.0,150.0,950.0,1380.0,890.0,,,,,FG Box,900.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,1
BOX001/101/YPL/G0101/05/950G,PRINTED LID -  GPS PORK 585 x 385 x 150 950GSM 750Per Pallet,PRINTED LID -  GPS PORK 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPE,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/GPSPW,N,1000x1200,MTC,585.0,385.0,150.0,950.0,1390.0,910.0,25.0,10.0,3.0,,FG Box,201.0,Mix 70%,750.0,SHT222229/A /,Meat & Poultry,1
BOX001/101/YPL/J0003/01/1000G,PRINTED LID - PRINCE BISHOP 585mm x 390mm x 150mm 1000GSM 10,PRINTED LID - PRINCE BISHOP 585mm x 390mm x 150mm 1000GSM 1000 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.6107,1,BOX001/EUROPRINTEDLIDJEWITTPB,N,1000x1200,MTO,585.0,390.0,150.0,1000.0,1380.0,885.0,,,4.0,,FG Box,900.0,Mix 70%,1000.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/L0002/01/1000G,PRINTED LID - L.BROWN & SON 585mm x 390mm x 150mm 1000GSM 12,PRINTED LID - L.BROWN & SON 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.6107,1,BOX001/EUROPRINTEDLIDL.BROWN,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1380.0,885.0,,,5.0,,FG Box,101.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,0
BOX001/101/YPL/L0024/01/1000G,*** OBSOLETE - USE NON POLY CODE ***,PRINTED LID *** OBSOLETE - USE NON POLY CODE *** - LAKE DISTRICT FARMERS PTD LID 590mm x 390mm x 148mm 1000GSM 1000 Per Pallet,Glued Lid 4PT Poly,,0.6078,1,BOX001/102/YPL/L0024/01/1000G,N,1000x1200,MTO,590.0,390.0,148.0,1000.0,686.0,916.0,25.0,10.0,4.0,1715.0,FG Box,500.0,Mix 70%,1000.0,4-08411 /,Meat & Poultry,1
BOX001/101/YPL/M0001/01/1000G,PRINTED LID -  M & J Meats  590 x 390 x 150 1000GSM 1250 Per,PRINTED LID -  M & J Meats  590 x 390 x 150 1000GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.6141,1,BOX001/103/YPL/M0001/01/950G,N,1000x1200,MTO,590.0,390.0,150.0,1000.0,1380.0,890.0,,,,,FG Box,201.0,Mix 70%,1250.0,4-16795 /,Meat & Poultry,1
BOX001/101/YPL/M0115/02/1000G,PRINTED LID - MILLERS OF SPEYSIDE HALAL 590x390x150 1000G,PRINTED LID - MILLERS OF SPEYSIDE HALAL 590mm x 390mm x 150mm 1000GSM 1120 Per Pallet WK/TKL.WPE,Glued Lid 4PT Poly,,0.6141,1,n/a,N,1000x1200,LID,590.0,390.0,150.0,1000.0,1380.0,915.0,28.0,10.0,4.0,1710.0,FG Box,901.0,Mix 70%,1120.0,4-17237,Growth Line,1
BOX001/101/YPL/M0170/01/1000G,PRINTED LID - MAJESTIC MEATS 590x390x150 1000GSM 1000P,PRINTED LID - MAJESTIC MEATS 590mm x 390mm x 150mm 1000GSM 1000 Per Pallet WT/TKL.WPE,Sales Boxes,101,0.6141,1,,N,1000x1200,MTO,590.0,390.0,150.0,1000.0,1380.0,915.0,25.0,10.0,4.0,,FG Box,901.0,Mix 70%,1000.0,4-17237 /,Meat & Poultry,1
BOX001/101/YPL/P0167/01/1000G,PRINTED LID - PILGRIMS TILLYDOWN EURO LID 590x390x150 1000G,PRINTED LID - PILGRIMS TILLYDOWN EURO LID 590mm x 390mm x 150mm 1000GSM 1120 Per Pallet,Glued Lid 4PT Poly,,0.6141,1,,N,1000x1200,MTO,590.0,390.0,150.0,1000.0,884.0,1370.0,28.0,10.0,4.0,1715.0,FG Box,500.0,Mix 70%,1120.0,4-17237,Meat & Poultry,1
BOX001/101/YPL/R0006/01/1000G,PRINTED LID - R&S WHOLESALE 585mm x 390mm x 150mm 1000GSM 12,PRINTED LID - R&S WHOLESALE 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.6107,1,BOX001/EUROPRINTEDLIDR&SWHOLES,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,100.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,0
BOX001/101/YPL/R0013/02/1000G,PRINTED LID -  R J TREVARTHEN 590x390x150 1000G 1250P,PRINTED LID -  R J TREVARTHEN WHOLESALE BUTCHER  590mm x 390mm x 150mm 1000GSM 1250 Per Pallet NW/WPE,Glued Lid 4PT Poly,,0.6141,1,BOX001/103/YPL/R0013/02/950G,N,1000x1200,MTO,590.0,390.0,150.0,1000.0,1380.0,890.0,,,,,FG Box,201.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/R0026/01/950G,PRINTED LID - PEARSONS 585mm x 390mm x 150mm 950GSM 1250 Per,PRINTED LID - PEARSONS 585mm x 390mm x 150mm 950GSM 1250 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.5801,1,BOX001/EUROPRINTEDLIDPEARSONSN,N,1000x1200,MTC,585.0,390.0,150.0,950.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,901.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/R0038/01/1000G,PRINTED LID - RAVENDALE MEATS 585mm x 390mm x 150mm 1000GSM,PRINTED LID - RAVENDALE MEATS 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.6107,1,BOX001/EUROPRINTEDLIDRAVENDALE,N,1000x1200,MTO,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,200.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/S0275/01/1000G,PRINTED LID - SPENBOROUGH HALAL 585mm x 390mm x 150mm 1000GS,PRINTED LID - SPENBOROUGH HALAL 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Sales Boxes,101,0.6107,1,BOX001/EUROPRINTEDLIDSPENHALAL,N,1000x1200,MTC,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,201.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/S0275/02/1000G,PRINTED LID - SPENBOROUGH RED STRIPE 585mm x 390mm x 150mm 1,PRINTED LID - SPENBOROUGH RED STRIPE 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Sales Boxes,101,0.6107,1,BOX001/EUROPRINTEDLIDSPENBORO,N,1000x1200,MTC,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,900.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/S0275/03/1000G,PRINTED LID - BLACK & GOLD WORSLEY 585mm x 390mm x 150mm 100,PRINTED LID - BLACK & GOLD WORSLEY 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Sales Boxes,101,0.58,1,BOX001/EUROPRINTEDLIDWORSL/B&G,N,1000x1200,MTC,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,201.0,Mix 70%,1250.0,4-15320,Meat & Poultry,1
BOX001/101/YPL/S0275/04/1000G,PRINTED LID - GREEN WORSLEY 585mm x 390mm x 150mm 1000GSM 12,PRINTED LID - GREEN WORSLEY 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Sales Boxes,101,0.6107,1,BOX001/EUROPRINTEDLIDWORSL/GR,N,1000x1200,MTC,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,201.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/S0275/05/1000G,PRINTED LID - SPENBOROUGH KOSHER 585mm x 390mm x 150mm 1000G,PRINTED LID - SPENBOROUGH KOSHER 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet,Sales Boxes,101,0.6107,1,BOX001/EUROPRINTEDLIDSPENKOSHER,N,1000x1200,LID,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,201.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,0
BOX001/101/YPL/T0030/01/1000G,PRINTED LID - TASTE TRADITION 585mm x 390mm x 150mm 1000GSM,PRINTED LID - TASTE TRADITION 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Sales Boxes,101,0.6107,1,BOX001/EUROPRINTEDLIDTASTETRAD,N,1000x1200,MTC,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,300.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/T0042/01/1000G,PRINTED LID - ARDGAY GAME 585mm x 390mm x 150mm 1000GSM 1250,PRINTED LID - ARDGAY GAME 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.6107,1,BOX001/EUROPRINTEDLIDARDGAY,N,1000x1200,MTO,585.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Box,100.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/101/YPL/T0150/01/900G,PRINTED LID - NORFOLK BLACK CHICKEN EURO 590x390x150 900G,PRINTED LID - NORFOLK BLACK CHICKEN EURO 590mm x 390mm x 150mm 900GSM 1250 Per Pallet WK/TKL.WPE,Glued Lid 4PT Poly,,0.6107,1,,N,1000x1200,LID,590.0,390.0,150.0,900.0,1380.0,915.0,25.0,10.0,5.0,2105.0,FG Box,100.0,Mix 70%,1250.0,4-15320,Meat & Poultry,0
BOX001/101/YPL/W0075/01/950G,PRINTED LID -  Easy Meats Euro Lid 585 x 385 x 150 950GSM,PRINTED LID -  Easy Meats Euro Lid 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/EME,N,1000x1200,MTC,585.0,385.0,150.0,950.0,1390.0,910.0,25.0,10.0,3.0,,FG Box,201.0,Mix 70%,750.0,SHT222229/A /,Meat & Poultry,1
BOX001/101/YPL/W0075/02/950G,PRINTED LID -  Woodhead Beef Euro Lid 585 x 385 x 150 950GSM,PRINTED LID - Woodhead  BEEF Euro Lid 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/WBL,N,1000x1200,MTC,585.0,385.0,150.0,950.0,1390.0,910.0,25.0,10.0,3.0,,FG Box,901.0,Mix 70%,750.0,SHT222229/A /,Meat & Poultry,1
BOX001/101/YPL/W0075/03/950G,PRINTED LID -  Woodhead Pork Euro Lid 585 x 385 x 150 950GSM,PRINTED LID -  PORK Woodhead Euro Lid 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/WPEL,N,1000x1200,MTC,585.0,385.0,150.0,950.0,1390.0,910.0,25.0,10.0,3.0,,FG Box,901.0,Mix 70%,750.0,SHT222229/A /,Meat & Poultry,1
BOX001/101/YPL/W0075/04/950G,PRINTED LID -  Weddel Swift Euro Lid 585 x 385 x 150 950GSM,PRINTED LID -  Weddel Swift Euro Lid 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,HPK222229/WS,N,1000x1200,LID,585.0,385.0,150.0,950.0,1390.0,910.0,25.0,10.0,3.0,,FG Box,901.0,Mix 70%,750.0,SHT222229/A /,Meat & Poultry,0
BOX001/101/YPL/W0075/05/950G,PRINTED LID -  Prumples Town Pork Lid 585x385x150 950G,PRINTED LID -  PORK Prumples Town Estate Euro Lid 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,,N,1000x1200,MTO,585.0,385.0,150.0,950.0,1390.0,910.0,25.0,10.0,3.0,,FG Box,901.0,Mix 70%,750.0,SHT222229/A /,Meat & Poultry,1
BOX001/101/YPL/W0075/06/950G,PRINTED LID -  Prumples Town Beef Lid 585x385x150 950G,PRINTED LID - Prumples Town Estate BEEF Euro Lid 585 x 385 x 150 950GSM 750 Per Pallet W0075 NW/WPENC,Glued Lid 4PT Poly,103,0.5759,1,,N,1000x1200,MTO,585.0,385.0,150.0,950.0,1390.0,910.0,25.0,10.0,3.0,,FG Box,901.0,Mix 70%,750.0,SHT222229/A /,Meat & Poultry,0
BOX001/101/YPL/W0083/01/900G,PRINTED LID - PEAK DISTRICT SILVER 590x390x150 900GSM,PRINTED LID - PEAK DISTRICT SILVER 590mm x 390mm x 150mm 900GSM 1250 Per Pallet MC/WK.WPE,Sales Boxes,,0.5526,1,,N,1200 x 1000 (Standard),MTO,590.0,390.0,150.0,900.0,1380.0,915.0,25.0,10.0,5.0,1960.0,FG Box,201.0,Mix 70%,1250.0,4-17283,Growth Line,1
BOX001/101/YPL/W0083/02/900G,PRINTED LID - PEAK DISTRICT GOLD 590x390x150 900GSM,PRINTED LID - PEAK DISTRICT GOLD 590mm x 390mm x 150mm 900GSM 1250 Per Pallet MC/WK.WPE,Sales Boxes,,0.5526,1,,N,1200 x 1000 (Standard),MTO,590.0,390.0,150.0,900.0,1380.0,915.0,25.0,10.0,5.0,1960.0,FG Box,201.0,Mix 70%,1250.0,4-17283,Growth Line,1
BOX001/101/YPL/Y0010/01/1000G,PRINTED LID - YORKSHIRE HALAL EURO LID 585x390x150 1000GSM,PRINTED LID - YORKSHIRE HALAL EURO MEAT LID 585mm x 390mm x 150mm 1000GSM 1250 Per Pallet WT/TKL.WPE,Glued Lid 4PT Poly,101,0.6141,1,,N,1000x1200,MTO,590.0,390.0,150.0,1000.0,1380.0,885.0,25.0,10.0,5.0,,FG Printed Lid,901.0,Mix 70%,1250.0,4-15320 /,Meat & Poultry,1
BOX001/102/DCB/A9999/01/1000G,PRINTED DCB - ABP PTD LID DIECUT BLANK 590mm x 390mm x 148mm,PRINTED DCB - ABP PTD LID DIECUT BLANK 590mm x 390mm x 148mm 1000GSM 2000 Per Pallet,DCB Slip Sheet,,0.5994,1,201101472,N,1000x1200,BASE,590.0,390.0,148.0,1000.0,884.0,1370.0,1000.0,2.0,1.0,1705.0,FG Box,200.0,Mix 70%,2000.0,4-14059 /,Meat & Poultry,0
BOX001/102/DWB/1000G/510P,** DO NOT USE **,** USE (2) CODE ONLY **,Dble Wall Bse Pol,,0.5984,1,,N,1000x1200,BASE,580.0,380.0,150.0,1000.0,0.0,0.0,17.0,10.0,3.0,1295.0,FG Box,0.0,Mix 70%,510.0,Inactive /,Meat & Poultry,0
BOX001/102/DWB/1000G/510P(2),UNPRINTED BASE - DLS 1000GSM REVISED DS 10T 580x380x150,UNPRINTED BASE - DLS 1000GSM REVISED DS 10T 580mm x 380mm x 150mm 1000GSM 510 Per Pallet,Dble Wall Bse Pol,,0.8624,1,112101497,N,1000x1200,MTS,580.0,380.0,150.0,1000.0,968.0,878.0,17.0,10.0,3.0,1295.0,FG Box,0.0,Mix 70%,510.0,4-13649 /,Meat & Poultry,1
BOX001/102/DWB/1000G/540P,UNPRINTED BASE -PREMIUM EXP BASE No H 576x380x159 1000G 540P,UNPRINTED BASE -PREMIUM EXP BASE (NO HOLES) NO POLY PREMIUM EXPORT BASE (NO HOLES) 576 x 380 x 159 1000GSM 540 Per Pallet,Dble Wall Bse No Pol,103,0.9083,1,112101574,N,1000x1200,MTS,576.0,380.0,159.0,1000.0,909.0,1006.0,,,,,FG Box,0.0,Mix 70%,540.0,4-17151 /,Meat & Poultry,1
BOX001/102/DWB/1000G/600P,UNPRINTED BASE - EXP BASE NO POLY 580 x 380 x 150 1000G,UNPRINTED BASE - EXPORT BASE NO POLY 580 x 380 x 150 1000GSM 680 Per Pallet W/WPEC,Dble Wall Bse No Pol,103,0.8624,1,HPK201982 112101559,N,1000x1200,MTO,580.0,380.0,150.0,1000.0,991.0,892.0,17.0,10.0,4.0,,FG Box,0.0,Mix 70%,680.0,SHT201461/A /,Meat & Poultry,1
BOX001/102/DWB/1250G/680P,UNPRINTED BASE - 25KG CHINESE DOUBLE WALL PE 576x370x166,UNPRINTED BASE - 25KG CHINESE DOUBLE WALL BASE 576mm x 370mm x 166mm 1250GSM 680 Per Pallet BK/NW/WPE,Dble Wall Bse Pol,103,1.1736,1,HPK201247,N,1000x1200,MTO,576.0,370.0,166.0,1250.0,876.0,1360.0,17.0,10.0,4.0,,FG Box,0.0,Mix 70%,680.0,SHT300005/A /,Meat & Poultry,1
BOX001/102/DWB/900G/600P,UNPRINTED BASE - LARGE DLS 900GSM REVISED DS 10T 580mm x 380,UNPRINTED BASE - LARGE DLS 900GSM REVISED DS 10T 580mm x 380mm x 150mm 900GSM 600 Per Pallet,Dble Wall Bse Pol,,0.5386,1,112101431,N,1000x1200,BASE,580.0,380.0,150.0,900.0,968.0,878.0,20.0,10.0,3.0,1295.0,FG Box,0.0,Mix 70%,600.0,4-15832 /,Meat & Poultry,0
BOX001/102/DWB/900G/680P,UNPRINTED BASE - EXTRA STRONG EXPORT BASE 565x378x150,UNPRINTED BASE -  NO POLY EXTRA STRONG EXPORT BASE 565 x 378 x 150 900GSM 680 Per Pallet NW/BT,Dble Wall Bse No Pol,103,0.7614,1,HPK200013 / 112101560,N,1000x1200,MTO,565.0,378.0,150.0,900.0,991.0,897.0,17.0,10.0,4.0,,FG Box,0.0,Mix 70%,680.0,BOARD991X892/900GSM/TKL/TKL /,Meat & Poultry,1
BOX001/102/DWBH/1000G/540P,UNPRINTED BASE - PREMIUM EXP BASE (HOLES) 1000G 540P,UNPRINTED BASE - PREMIUM EXPORT BASE (HOLES) 576 x 380 x 159 1000GSM 540 Per Pallet,Dble Wall Bse No Pol,103,0.9083,1,112101575 HPK200014,N,1000x1200,MTC,576.0,380.0,159.0,1000.0,909.0,1006.0,18.0,10.0,3.0,,FG Box,0.0,Mix 70%,540.0,4-17151 /,Meat & Poultry,1
BOX001/102/DWBH/900G/680P,UNPRINTED BASE - NO POLY (HOLES) 565x378x150 900G 680P,UNPRINTED BASE - NO POLY (HOLES) 565mm x 378mm x 150mm 900GSM 680 Per Pallet TKL/TKL,Dble Wall Bse No Pol,102,0.7614,1,,N,1000x1200,MTO,565.0,378.0,150.0,900.0,892.0,991.0,17.0,10.0,4.0,1.662,FG Box,0.0,Mix 70%,680.0,4-16826 /,Meat & Poultry,1
BOX001/102/LPB/1000G/1120P,UNPRINTED BASE - LEAKPROOF EURO BASE 580mm x 380mm x 150mm 1,UNPRINTED BASE - LEAKPROOF EURO BASE 580mm x 380mm x 150mm 1000GSM 1120 Per Pallet,Leakproof Base,,0.5984,1,118100134,N,1000x1200,MTS,580.0,380.0,150.0,1000.0,878.0,1358.0,28.0,10.0,4.0,1675.0,FG Box,0.0,Mix 70%,1120.0,4-13906 /,Meat & Poultry,1
BOX001/102/LPB/1000G/1240P,UNPRINTED BASE - LEAKPROOF EURO BASE - 1240/PALLET 580mm x 3,UNPRINTED BASE - LEAKPROOF EURO BASE - 1240/PALLET 580mm x 380mm x 150mm 1000GSM 1240 Per Pallet,Leakproof Base,,0.5984,1,118101508,N,1000x1200,BASE,580.0,380.0,150.0,1000.0,878.0,1358.0,31.0,10.0,4.0,1675.0,FG Box,0.0,Mix 70%,1240.0,4-13906 /,Meat & Poultry,0
BOX001/102/LPB/1000G/560P,UNPRINTED BASE - LEAKPROOF EURO BASE 580mm x 380mm x 150mm,UNPRINTED BASE - LEAKPROOF EURO BASE 580mm x 380mm x 150mm 1000GSM 560 Per Pallet,Leakproof Base,,0.5984,1,118100134,N,1000x1200,MTO,580.0,380.0,150.0,1000.0,878.0,1358.0,28.0,10.0,2.0,1675.0,FG Box,0.0,Mix 70%,560.0,4-13906,Meat & Poultry,1
BOX001/102/LPB/1000G/675P,UNPRINTED BASE - LEAKPROOF EURO BASE (675 P/P) 580mm x 380mm,UNPRINTED BASE - LEAKPROOF EURO BASE (675 P/P) 580mm x 380mm x 150mm 1000GSM 675 Per Pallet,Leakproof Base,,0.591,1,118101538,N,1000x1200,MTO,580.0,380.0,150.0,1000.0,878.0,1358.0,27.0,10.0,3.0,1295.0,FG Box,0.0,Mix 70%,675.0,4-13906 /,Meat & Poultry,0
BOX001/102/LPB/1100G/1080P,UNPRINTED BASE - LEAKPROOF BASE 580x380x150 1100G 1080P,UNPRINTED BASE - LEAKPROOF BASE 580mm x 380mm x 150mm 1100GSM 1080 Per Pallet,Leakproof Base,,0.6582,1,118101121,N,1000x1200,MTS,580.0,380.0,150.0,1100.0,1360.0,876.0,27.0,10.0,4.0,,FG Box,0.0,Mix 70%,1080.0,4-17008 /,Meat & Poultry,1
BOX001/102/LPB/1100G/1215P,UNPRINTED BASE - LEAKPROOF BASE 580x380x150 1100G 1215P,UNPRINTED BASE - LEAKPROOF BASE 580mm x 380mm x 150mm 1100GSM 1215 Per Pallet,Leakproof Base,,0.6582,1,118101121,N,1000x1200,MTO,580.0,380.0,150.0,1100.0,1360.0,876.0,27.0,9.0,5.0,1215.0,FG Box,0.0,Mix 70%,1215.0,4-17008 /,Meat & Poultry,1
BOX001/102/LPB/1250G/1000P,UNPRINTED BASE - LEAKPROOF INTVN BASE 580mm x 380mm x 150mm,UNPRINTED BASE - LEAKPROOF INTVN BASE 580mm x 380mm x 150mm 1250GSM 1000 Per Pallet,Leakproof Base,,0.748,1,118100027,N,1000x1200,MTS,580.0,380.0,150.0,1250.0,878.0,1358.0,25.0,10.0,4.0,1700.0,FG Box,0.0,Mix 70%,1000.0,4-13904 /,Meat & Poultry,1
BOX001/102/LPB/1250G/621P,UNPRINTED BASE - LEAKPROOF INTVN BASE (621 P/P) 580mm x 380m,UNPRINTED BASE - LEAKPROOF INTVN BASE (621 P/P) 580mm x 380mm x 150mm 1250GSM 621 Per Pallet,Leakproof Base,,0.748,1,118101539,N,1000x1200,MTO,580.0,380.0,150.0,1250.0,878.0,1358.0,27.0,9.0,3.0,1390.0,FG Box,0.0,Mix 70%,621.0,4-13904 /,Meat & Poultry,0
BOX001/102/LPB/1250G/690P,UNPRINTED BASE - 1250GSM L/PROOF INT BASE (F/S) 580mm x 380m,UNPRINTED BASE - 1250GSM L/PROOF INT BASE (F/S) 580mm x 380mm x 150mm 1250GSM 690 Per Pallet,Glued Base 4PT Poly,,0.748,1,118100577,Y,1000x1200,MTO,580.0,380.0,150.0,1250.0,878.0,1358.0,23.0,5.0,6.0,1275.0,FG Box,0.0,Mix 70%,690.0,4-13904 /,Meat & Poultry,1
BOX001/102/LPB/1250G/920P,"UNPRINTED BASE - **INACTIVE CODE, USE 1000P** LEAKPROOF INTV","UNPRINTED BASE - **INACTIVE CODE, USE 1000P** LEAKPROOF INTV BASE 580mm x 380mm x 150mm 1250GSM 920 Per Pallet",Leakproof Base,,0.748,1,118101225,N,1000x1200,MTO,580.0,380.0,150.0,1250.0,878.0,1358.0,23.0,10.0,4.0,1675.0,FG Box,0.0,Mix 70%,920.0,4-13904 /,Meat & Poultry,1
BOX001/102/LPB/S0189/01/1000G,UNPRINTED BASE - LEAKPROOF EURO BASE (631300) 580mm x 380mm,UNPRINTED BASE - LEAKPROOF EURO BASE (631300) 580mm x 380mm x 150mm 1000GSM 1120 Per Pallet,Leakproof Base,,0.5984,1,118101421,N,1000x1200,MTO,580.0,380.0,150.0,1000.0,878.0,1358.0,28.0,10.0,4.0,1675.0,FG Box,200.0,Mix 70%,1120.0,4-13906 /,Meat & Poultry,0
BOX001/102/LPL/S0189/01/1000G,PRINTED LID - PRINTED LEAKPROOF LID (631310) 590mm x 390mm x,PRINTED LID - PRINTED LEAKPROOF LID (631310) 590mm x 390mm x 148mm 1000GSM 1120 Per Pallet,Leakproof Lid,,0.6078,1,101101343,N,1000x1200,LID,590.0,390.0,148.0,1000.0,884.0,1370.0,35.0,8.0,4.0,1715.0,FG Box,200.0,Mix 70%,1120.0,4-13903 /,Meat & Poultry,0
