zone,service,vendor,source_sheet_row,pallet_1,pallet_2,pallet_3,pallet_4,pallet_5,pallet_6,pallet_7,pallet_8,pallet_9,pallet_10,pallet_11,pallet_12,pallet_13,pallet_14,pallet_15,pallet_16,pallet_17,pallet_18,pallet_19,pallet_20,pallet_21,pallet_22,pallet_23,pallet_24,pallet_25,pallet_26
IG,Economy,McDowells,251,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
IP,Next Day,Joda,252,66,127,189,244,268,317,349,399,449,498,548,598,648,695,695,738,738,738,738,738,738,738,738,738,738,738
IP,Next Day,McDowells,253,58,116,174,221,253,284,349,415,426,436,467,488,509,529,550,571,592,612,623,633,649,649,649,649,649,649
IP,Economy,Joda,254,55,104,153,201,219,260,349,399,449,498,548,598,648,695,695,738,738,738,738,738,738,738,738,738,738,738
IP,Economy,McDowells,255,52,104,156,202,225,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
LA 1-10,Next Day,Joda,256,59,112,167,220,231,273,318,332,347,359,370,386,375,375,375,455,455,455,455,455,455,455,455,455,455,455
LA 1-10,Next Day,McDowells,257,58,116,174,221,253,284,306,354,381,406,415,420,426,431,436,441,446,452,457,467,476,476,476,476,476,476
LA 1-10,Economy,Joda,258,52,102,150,197,209,246,318,332,347,359,370,386,375,375,375,455,455,455,455,455,455,455,455,455,455,455
LA 1-10,Economy,McDowells,259,50,100,150,188,215,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
LA 11+,Next Day,Joda,260,82,165,243,317,332,392,391,396,402,418,428,445,445,445,445,511,511,511,511,511,511,511,511,511,511,511
LA 11+,Next Day,McDowells,261,58,116,174,221,253,284,306,354,381,406,415,420,426,431,436,441,446,452,457,467,476,476,476,476,476,476
LA 11+,Economy,Joda,262,76,149,215,285,297,358,391,396,402,418,428,445,445,445,445,511,511,511,511,511,511,511,511,511,511,511
LA 11+,Economy,McDowells,263,50,100,150,188,215,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
NP,Next Day,Joda,264,62,117,174,230,252,296,318,355,400,444,488,533,577,621,661,795,795,795,795,795,795,795,795,795,795,795
NP,Next Day,McDowells,265,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
NP,Economy,Joda,266,57,108,159,208,225,271,318,355,400,444,488,533,577,621,661,795,795,795,795,795,795,795,795,795,795,795
NP,Economy,McDowells,267,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
NR,Next Day,Joda,268,66,127,189,244,268,317,349,399,449,498,548,598,648,695,695,738,738,738,738,738,738,738,738,738,738,738
NR,Next Day,McDowells,269,58,116,174,221,253,284,349,415,426,436,467,488,509,529,550,571,592,612,623,633,649,649,649,649,649,649
NR,Economy,Joda,270,55,104,153,201,219,260,349,399,449,498,548,598,648,695,695,738,738,738,738,738,738,738,738,738,738,738
NR,Economy,McDowells,271,52,104,156,202,225,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
PE 1-20,Next Day,Joda,272,62,117,174,230,252,300,318,355,400,444,488,533,556,556,556,625,625,625,625,625,625,625,625,625,625,625
PE 1-20,Next Day,McDowells,273,58,116,174,221,253,284,349,415,426,436,446,457,467,477,488,498,509,519,519,519,519,519,519,519,519,519
PE 1-20,Economy,Joda,274,57,108,159,208,225,271,318,355,400,444,488,533,556,556,556,625,625,625,625,625,625,625,625,625,625,625
PE 1-20,Economy,McDowells,275,52,104,156,202,225,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
PE 21-29,Next Day,Joda,276,66,127,189,244,266,304,349,399,449,498,548,598,637,637,637,659,659,659,659,659,659,659,659,659,659,659
PE 21-29,Next Day,McDowells,277,58,116,174,221,253,284,349,415,426,436,446,457,467,477,488,498,509,519,519,519,519,519,519,519,519,519
PE 21-29,Economy,Joda,278,55,104,153,201,219,260,349,399,449,498,548,598,637,637,637,659,659,659,659,659,659,659,659,659,659,659
PE 21-29,Economy,McDowells,279,52,104,156,202,225,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
PE 30,Next Day,Joda,280,66,127,189,244,268,317,319,340,360,380,400,420,454,488,522,659,659,659,659,659,659,659,659,659,659,659
PE 30,Next Day,McDowells,281,58,116,174,221,253,284,349,415,426,436,446,457,467,477,488,498,509,519,519,519,519,519,519,519,519,519
PE 30,Economy,Joda,282,55,104,153,201,219,260,319,340,360,380,400,420,454,488,522,659,659,659,659,659,659,659,659,659,659,659
PE 30,Economy,McDowells,283,52,104,156,202,225,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
RG,Next Day,Joda,284,64,123,180,239,260,305,322,368,414,460,506,552,598,644,684,773,773,773,773,773,773,773,773,773,773,773
RG,Next Day,McDowells,285,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
RG,Economy,Joda,286,58,111,164,216,239,285,322,368,414,460,506,552,598,644,684,773,773,773,773,773,773,773,773,773,773,773
RG,Economy,McDowells,287,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
RM,Next Day,Joda,288,64,123,180,239,260,305,322,368,414,460,506,552,598,644,684,773,773,773,773,773,773,773,773,773,773,773
RM,Next Day,McDowells,289,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
RM,Economy,Joda,290,58,111,164,216,239,285,322,368,414,460,506,552,598,644,684,773,773,773,773,773,773,773,773,773,773,773
RM,Economy,McDowells,291,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
SL,Next Day,Joda,292,64,124,182,241,260,303,322,368,414,460,506,552,598,644,672,795,795,795,795,795,795,795,795,795,795,795
SL,Next Day,McDowells,293,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
SL,Economy,Joda,294,59,110,164,219,241,285,322,368,414,460,506,552,598,644,672,795,795,795,795,795,795,795,795,795,795,795
SL,Economy,McDowells,295,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
SP,Next Day,Joda,296,66,127,189,244,268,317,349,399,449,498,548,598,648,698,748,800,800,800,800,800,800,800,800,800,800,800
SP,Next Day,McDowells,297,77,148,216,286,337,387,437,492,526,558,602,644,685,727,768,810,851,893,934,955,971,971,971,971,971,971
SP,Economy,Joda,298,55,104,153,201,219,260,349,399,449,498,548,598,648,698,748,800,800,800,800,800,800,800,800,800,800,800
SP,Economy,McDowells,299,61,122,183,244,291,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
WD,Next Day,Joda,300,62,117,174,230,252,300,311,355,400,444,488,533,577,621,667,738,738,738,738,738,738,738,738,738,738,738
WD,Next Day,McDowells,301,58,116,174,221,253,284,306,354,381,406,415,426,436,446,457,498,509,519,529,545,566,566,566,566,566,566
WD,Economy,Joda,302,57,108,159,208,225,271,311,355,400,444,488,533,577,621,667,738,738,738,738,738,738,738,738,738,738,738
WD,Economy,McDowells,303,52,104,156,202,225,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
YO (All Other),Next Day,Joda,304,66,127,189,244,268,317,349,399,449,498,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511
YO (All Other),Next Day,McDowells,305,58,116,174,221,253,284,349,415,426,436,446,457,467,477,488,498,509,519,519,519,519,519,519,519,519,519
YO (All Other),Economy,Joda,306,55,104,153,201,219,260,349,399,449,498,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511
YO (All Other),Economy,McDowells,307,52,104,156,202,225,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
"YO1-8,19,51,60",Next Day,Joda,308,66,127,189,244,268,317,284,318,341,375,386,397,409,420,431,450,450,450,450,450,450,450,450,450,450,450
"YO1-8,19,51,60",Next Day,McDowells,309,58,116,174,221,253,284,349,415,426,436,446,457,467,477,488,498,509,519,519,519,519,519,519,519,519,519
"YO1-8,19,51,60",Economy,Joda,310,55,104,153,201,219,260,284,318,341,375,386,397,409,420,431,450,450,450,450,450,450,450,450,450,450,450
"YO1-8,19,51,60",Economy,McDowells,311,52,104,156,202,225,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
BR,Next Day,Joda,312,69,132,196,253,280,331,349,399,449,498,548,598,648,695,695,795,795,795,795,795,795,795,795,795,795,795
BR,Next Day,McDowells,313,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
BR,Economy,Joda,314,62,117,175,231,253,302,349,399,449,498,548,598,648,695,695,795,795,795,795,795,795,795,795,795,795,795
BR,Economy,McDowells,315,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
CR,Next Day,Joda,316,75,148,216,284,305,363,382,436,491,545,600,654,695,695,695,795,795,795,795,795,795,795,795,795,795,795
CR,Next Day,McDowells,317,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
CR,Economy,Joda,318,67,131,193,253,276,333,382,436,491,545,600,654,695,695,695,795,795,795,795,795,795,795,795,795,795,795
CR,Economy,McDowells,319,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
DA,Next Day,Joda,320,64,123,179,238,258,309,322,368,414,460,506,552,598,644,690,795,795,795,795,795,795,795,795,795,795,795
DA,Next Day,McDowells,321,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
DA,Economy,Joda,322,57,110,163,216,240,289,322,368,414,460,506,552,598,644,690,795,795,795,795,795,795,795,795,795,795,795
DA,Economy,McDowells,323,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
KT,Next Day,Joda,324,75,148,216,284,305,363,389,445,500,556,612,667,709,709,709,795,795,795,795,795,795,795,795,795,795,795
KT,Next Day,McDowells,325,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
KT,Economy,Joda,326,67,131,193,253,276,333,389,445,500,556,612,667,709,709,709,795,795,795,795,795,795,795,795,795,795,795
KT,Economy,McDowells,327,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
ME,Next Day,Joda,328,75,148,216,284,306,368,387,443,498,553,609,664,720,741,775,850,850,850,850,850,850,850,850,850,850,850
ME,Next Day,McDowells,329,77,148,216,286,337,387,437,492,526,558,602,644,685,727,768,810,851,893,934,955,971,971,971,971,971,971
ME,Economy,Joda,330,63,119,175,232,254,301,387,443,498,553,609,664,720,741,775,850,850,850,850,850,850,850,850,850,850,850
ME,Economy,McDowells,331,61,122,183,244,291,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
RH,Next Day,Joda,332,69,132,196,253,280,331,334,380,428,476,523,571,619,667,707,773,773,773,773,773,773,773,773,773,773,773
RH,Next Day,McDowells,333,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
RH,Economy,Joda,334,62,117,175,231,253,302,334,380,428,476,523,571,619,667,707,773,773,773,773,773,773,773,773,773,773,773
RH,Economy,McDowells,335,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
SM,Next Day,Joda,336,75,144,213,272,321,372,382,436,491,545,600,654,695,695,695,795,795,795,795,795,795,795,795,795,795,795
SM,Next Day,McDowells,337,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
SM,Economy,Joda,338,67,131,193,253,276,333,382,436,491,545,600,654,695,695,695,795,795,795,795,795,795,795,795,795,795,795
SM,Economy,McDowells,339,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
SS,Next Day,Joda,340,66,127,189,244,268,317,349,399,449,498,548,598,648,672,672,738,738,738,738,738,738,738,738,738,738,738
SS,Next Day,McDowells,341,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
SS,Economy,Joda,342,55,104,153,201,219,260,349,399,449,498,548,598,648,672,672,738,738,738,738,738,738,738,738,738,738,738
SS,Economy,McDowells,343,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
TA,Next Day,Joda,344,70,132,196,256,283,332,349,399,449,498,548,598,648,698,748,803,803,803,803,803,803,803,803,803,803,803
TA,Next Day,McDowells,345,77,148,216,286,337,387,437,492,526,558,602,644,685,727,768,810,851,893,934,955,971,971,971,971,971,971
TA,Economy,Joda,346,57,107,157,208,225,269,349,399,449,498,548,598,648,698,748,803,803,803,803,803,803,803,803,803,803,803
TA,Economy,McDowells,347,61,122,183,244,291,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
TW,Next Day,Joda,348,69,132,196,253,280,331,427,488,548,610,671,686,702,728,761,795,795,795,795,795,795,795,795,795,795,795
TW,Next Day,McDowells,349,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
TW,Economy,Joda,350,62,117,175,231,253,302,427,488,548,610,671,686,702,728,761,795,795,795,795,795,795,795,795,795,795,795
TW,Economy,McDowells,351,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
UB,Next Day,Joda,352,69,132,196,253,280,331,427,488,548,610,671,686,702,728,761,795,795,795,795,795,795,795,795,795,795,795
UB,Next Day,McDowells,353,63,126,184,252,284,322,364,445,477,509,540,566,583,600,616,637,651,670,688,706,779,779,779,779,779,779
UB,Economy,Joda,354,62,117,175,231,253,302,427,488,548,610,671,686,702,728,761,795,795,795,795,795,795,795,795,795,795,795
UB,Economy,McDowells,355,60,118,175,227,263,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
BH,Next Day,Joda,356,75,148,216,284,306,368,387,443,498,553,609,664,720,774,830,870,870,870,870,870,870,870,870,870,870,870
BH,Next Day,McDowells,357,77,148,216,286,337,387,437,492,526,558,602,644,685,727,768,810,851,893,934,955,971,971,971,971,971,971
BH,Economy,Joda,358,63,119,175,232,254,301,387,443,498,553,609,664,720,774,830,870,870,870,870,870,870,870,870,870,870,870
BH,Economy,McDowells,359,61,122,183,244,291,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
BN,Next Day,Joda,360,79,155,226,296,310,389,402,460,517,575,631,689,746,804,862,870,870,870,870,870,870,870,870,870,870,870
BN,Next Day,McDowells,361,77,148,216,286,337,387,437,492,526,558,602,644,685,727,768,810,851,893,934,955,971,971,971,971,971,971
BN,Economy,Joda,362,65,125,183,242,270,322,402,460,517,575,631,689,746,804,862,870,870,870,870,870,870,870,870,870,870,870
BN,Economy,McDowells,363,61,122,183,244,291,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
CT,Next Day,Joda,364,87,169,250,328,348,408,467,541,633,670,704,769,832,876,876,876,876,876,876,876,876,876,876,876,876,876
CT,Next Day,McDowells,365,77,148,216,286,337,387,437,492,526,558,602,644,685,727,768,810,851,893,934,955,971,971,971,971,971,971
CT,Economy,Joda,366,76,149,220,287,303,361,467,541,633,670,704,769,832,876,876,876,876,876,876,876,876,876,876,876,876,876
CT,Economy,McDowells,367,61,122,183,244,291,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
DT,Next Day,Joda,368,75,147,215,283,305,360,387,443,498,553,609,664,720,774,830,950,950,950,950,950,950,950,950,950,950,950
DT,Next Day,McDowells,369,77,148,216,286,337,387,437,492,526,558,602,644,685,727,768,810,851,893,934,955,971,971,971,971,971,971
DT,Economy,Joda,370,64,120,177,234,258,303,387,443,498,553,609,664,720,774,830,950,950,950,950,950,950,950,950,950,950,950
DT,Economy,McDowells,371,61,122,183,244,291,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349
PO1-29,Next Day,Joda,380,66,127,189,244,268,317,349,399,449,498,548,598,648,698,748,875,875,875,875,875,875,875,875,875,875,875
PO1-29,Next Day,McDowells,381,77,148,216,286,337,387,437,492,526,558,602,644,685,727,768,810,851,893,934,955,971,971,971,971,971,971
PO1-29,Economy,Joda,382,55,104,153,201,219,260,349,399,449,498,548,598,648,698,748,875,875,875,875,875,875,875,875,875,875,875
